Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SEA1AS,2017.03,92625.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2017.06,94390.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2017.09,94244.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2017.12,94209.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2018.03,94946.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2018.06,94574.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2018.09,94022.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2018.12,95287.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2019.03,96090.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2019.06,94621.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2019.09,95072.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2019.12,95336.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2020.03,95374.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2020.06,97143.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2020.09,100121.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2020.12,96930.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2021.03,95708.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2021.06,96821.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2021.09,98327.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AT,2011.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2011.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2011.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2012.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2012.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2012.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2012.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2013.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2013.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2013.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2013.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2014.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2014.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2014.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2014.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2015.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2015.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2015.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2015.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2016.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2016.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2016.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2016.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2017.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2017.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2017.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2017.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2018.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2018.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2018.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2018.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2019.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2019.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2019.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2019.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2020.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2020.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2020.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2020.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2021.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2021.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2021.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1BA,2011.06,5234.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2011.09,5268.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2011.12,5499.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2012.03,5811.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2012.06,5847.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2012.09,5922.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2012.12,5722.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2013.03,5487.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2013.06,5506.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2013.09,5540.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2013.12,5492.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2014.03,6004.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2014.06,5886.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2014.09,5815.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2014.12,5592.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2015.03,5300.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2015.06,5422.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2015.09,5199.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2015.12,5060.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2016.03,5194.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2016.06,5080.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2016.09,5129.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2016.12,5157.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2017.03,5264.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2017.06,5164.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2017.09,5208.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2017.12,5381.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2018.03,5370.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2018.06,5385.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2018.09,5461.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2018.12,5434.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2019.03,5437.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2019.06,5068.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2019.09,5370.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2019.12,5165.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2020.03,5267.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2020.06,5245.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2020.09,5318.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2020.12,5275.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2021.03,5394.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2021.06,5359.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2021.09,5358.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BS,2011.06,5234.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
BDCQ.SEA1BS,2011.09,5268.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
BDCQ.SEA1BS,2011.12,5499.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
BDCQ.SEA1BS,2012.03,5811.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
BDCQ.SEA1BS,2012.06,5847.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
